hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
NUMBER NINE,Hero,1865,586,243,142398,0.013097094060309835
NUMBER ONE FAN/PROF.,Villain,1,1,1,1,1.0
NUMBERS,Hero,928,258,175,45150,0.020553709856035437
NUNTOO,Hero,1,1,1,1,1.0
NURIL,Hero,1,1,1,1,1.0
NURO,Hero,1977,515,316,162740,0.012148211871697186
NUTT,Hero,1,1,1,1,1.0
NUWA,Hero,251,75,83,6225,0.04032128514056225
"NYLES, JENNIFER",Hero,268,68,96,6528,0.04105392156862745
NZAGA,Hero,3,2,2,4,0.75
"O'BREEN, GLORIANNA",Hero,3301,1242,373,463266,0.007125495935380538
"O'BRIEN, MICHAEL",Hero,7943,2855,584,1667320,0.0047639325384449295
"O'BRYAN, BOB",Hero,49,25,8,200,0.245
"O'CONNELL, TARYN",Hero,44,35,8,280,0.15714285714285714
"O'CONNOR, A.C. ACE",Hero,6,6,1,6,1.0
O'DONNELL,Hero,121,55,43,2365,0.05116279069767442
"O'DONNELL, EAMON",Hero,279,92,87,8004,0.034857571214392806
"O'HARA, GERALD",Hero,1,1,1,1,1.0
"O'HARA, ROBERT IRONG",Hero,1894,619,305,188795,0.010032045340183798
"O'HOOLIHAN, SERGIUS",Hero,297,83,81,6723,0.04417670682730924
"O'KEEFE, CHANDRA",Hero,2152,738,290,214020,0.010055135034108962
"O'MEARA, KATHLEEN",Hero,1,1,1,1,1.0
"O'NEIL, BRIDGET",Hero,1245,404,209,84436,0.014744895542185797
"O'NEILL, DET. BRADY",Hero,1043,328,154,50512,0.020648558758314856
"O'SHAUGNESSY, COLLEE",Hero,6,4,3,12,0.5
OBLITERATOR II,Villain,1,1,1,1,1.0
OBLITERATOR [ELDER],Villain,342,125,76,9500,0.036
OBLIVION,Villain,1698,525,255,133875,0.012683473389355743
OCCULT,Hero,3274,912,371,338352,0.009676313425072114
OCCULUS,Villain,3,3,1,3,1.0
"OCULUS, LT.",Hero,7,5,3,15,0.4666666666666667
ODDBALL/ELTON HEALEY,Villain,431,112,115,12880,0.03346273291925466
ODIN [ASGARDIAN],Hero,8704,3333,579,1929807,0.004510295589144407
"OGADA, DR.",Hero,260,71,53,3763,0.06909380813180972
OGRE,Hero,1941,471,266,125286,0.015492553038647574
OGRE II,Hero,2058,738,229,169002,0.012177370682003764
OGRESS/,Villain,400,160,94,15040,0.026595744680851064
OGUN,Hero,281,98,61,5978,0.04700568752091
OGUR,Hero,1882,576,296,170496,0.011038382132132133
OJANI,Hero,3,3,1,3,1.0
OKOYE,Hero,1846,626,299,187174,0.009862480900125018
"OLAFSON, ERIC",Hero,342,97,86,8342,0.04099736274274754
OLALLA,Hero,28,13,12,156,0.1794871794871795
OLAR,Hero,1051,412,219,90228,0.011648268830074922
OLD SKULL,Hero,26,21,3,63,0.4126984126984127
OLD WOMAN,Hero,219,82,61,5002,0.04378248700519792
OLIVIER,Hero,5,4,2,8,0.625
"OLLSEN, BO",Hero,2,2,1,2,1.0
"OLSEN, JIMMY",Hero,401,133,88,11704,0.03426179084073821
"OLSON, MRS.",Hero,934,353,134,47302,0.019745465308020804
OMEGA,Hero,792,228,102,23256,0.034055727554179564
OMEGA II,Hero,3251,1144,364,416416,0.007807096749404442
OMEGA RED/ARKADY ROS,Villain,4175,1334,435,580290,0.0071946785228075615
OMEGA-20/EUGENE,Hero,70,46,16,736,0.09510869565217392
OMERTA/,Hero,1,1,1,1,1.0
OMNIBUS/LT. DALLAS,Hero,1375,499,242,120758,0.011386409182000365
OMORO,Hero,115,34,43,1462,0.0786593707250342
ONE ABOVE ALL [CELES,Hero,3230,1254,378,474012,0.006814173480840148
ONEG,Hero,2556,888,322,285936,0.008939063286889374
ONSLAUGHT,Villain,30,8,7,56,0.5357142857142857
ONSLAUGHT II,Villain,5853,2075,516,1070700,0.005466517231717568
OPSIDIAN/,Hero,88,32,28,896,0.09821428571428571
ORACLE/LADY SIBYL,Hero,3656,1158,391,452778,0.008074597264001343
ORB,Villain,903,257,155,39835,0.022668507593824525
ORBIT,Hero,1835,679,216,146664,0.012511591119838543
ORIGIN/PHYLLIS TWOMB,Hero,51,19,15,285,0.17894736842105263
ORIKAL,Hero,1104,318,188,59784,0.01846647932557206
ORINI,Hero,281,129,53,6837,0.041099897615913414
ORKA,Villain,4159,1443,419,604617,0.006878734802362487
ORPHAN,Hero,1,1,1,1,1.0
ORPHAN II/GUY SMITH,Hero,4,2,3,6,0.6666666666666666
ORPHAN-MAKER/PETER,Villain,1958,548,272,149056,0.013136002576212967
ORWELL,Hero,2,2,1,2,1.0
OSAMA,Hero,15,10,5,50,0.3
"OSBORN, EMILY",Hero,314,93,75,6975,0.0450179211469534
"OSBORN, HARRY",Villain,7852,2998,560,1678880,0.00467692747545983
"OSBORN, LIZ ALLAN",Hero,7945,2978,566,1685548,0.004713600561953739
"OSBORN, NORMAN",Hero,1748,644,210,135240,0.01292517006802721
"OSBORN, NORMIE",Hero,6084,2210,500,1105000,0.005505882352941176
OSHIMA,Hero,78,32,34,1088,0.07169117647058823
OSHTUR,Hero,807,253,127,32131,0.02511593165478821
OSIRIS,Hero,3449,1243,372,462396,0.007458974558603448
"OSNICK, OLLIE",Hero,1411,409,174,71166,0.019826883624202568
OSWALD,Hero,2,2,1,2,1.0
OTHER,Villain,66,30,19,570,0.11578947368421053
OTHER II,Villain,155,56,57,3192,0.04855889724310777
OTOMO,Hero,1,1,1,1,1.0
OUBLIETTE/,Hero,1,1,1,1,1.0
OUIJA/,Hero,5,3,3,9,0.5555555555555556
OUTLAW/NIGEL HIGGINS,Hero,886,289,154,44506,0.01990742821192648
OUTRIDER II/MARTIN Z,Hero,12,11,2,22,0.5454545454545454
OUTRIDER/OCLIN UWIR,Hero,2,2,1,2,1.0
OVERBOSS DIXON,Hero,399,142,92,13064,0.03054194733619106
OVERMIND/GROM,Villain,1617,586,258,151188,0.010695293277244226
OVERRIDE/DR. GREGORY,Hero,1815,668,218,145624,0.01246360490029116
OVERRIDER/,Villain,3,3,1,3,1.0
OWAYODATA,Hero,1,1,1,1,1.0
OWL/LELAND OWLSLEY,Villain,3464,1248,383,477984,0.007247104505590145
OX,Hero,4393,1628,419,682132,0.006440102502155008
OX II/DR. KARL STRAG,Hero,1,1,1,1,1.0
OX III,Hero,2214,757,251,190007,0.011652202287284153
OX IV,Hero,253,77,83,6391,0.039586919104991396
OXBOW/,Hero,67,44,15,660,0.10151515151515152
"OXNARD, PHIL",Hero,1,1,1,1,1.0
"OXTON, PROFESSOR HEN",Hero,3,3,1,3,1.0
"OZ, DR. MALACHI",Hero,1,1,1,1,1.0
OZYMANDIAS,Villain,4673,1574,467,735058,0.006357321463068221
P,Hero,364,110,66,7260,0.050137741046831955
P'KAR,Hero,139,57,41,2337,0.05947796320068464
"P'KRRD, CAPTAIN",Hero,790,223,104,23192,0.03406347016212487
"PACE, MICHAEL",Hero,1,1,1,1,1.0
"PACKER, ARTIE",Hero,3,3,1,3,1.0
PAGAN,Hero,578,142,110,15620,0.03700384122919334
"PAGE, KAREN",Hero,7751,2981,562,1675322,0.004626573279644152
PAI,Hero,1712,653,279,182187,0.009396938310636873
"PAIBOK, CAPT. [SKRUL",Villain,3384,1231,413,508403,0.006656136962213048
PAIN,Hero,5,3,2,6,0.8333333333333334
"PAINE, DR.",Hero,107,69,18,1242,0.0861513687600644
PAINTER/WILHELM VON,Villain,4,4,1,4,1.0
PAKAI,Hero,1,1,1,1,1.0
PALADIN/PAUL DENNIS,Villain,7716,2600,558,1450800,0.0053184449958643505
"PALERMO, HARRIET ROS",Hero,3547,1280,315,403200,0.008797123015873015
"PALERMO, VICTOR",Hero,3548,1280,315,403200,0.008799603174603175
"PALMIOTTI, JIMMY",Hero,1230,471,240,113040,0.010881104033970275
PAM,Hero,889,235,173,40655,0.021866929037018815
PANDEMONIA,Villain,2,2,1,2,1.0
PANTHER CUB/,Hero,1,1,1,1,1.0
PAPA GRANITE,Hero,289,120,56,6720,0.04300595238095238
PAPA HAGG,Hero,521,225,127,28575,0.018232720909886264
PAPA NEBO,Hero,1,1,1,1,1.0
PARADIGM,Villain,79,17,18,306,0.2581699346405229
PARADOX,Hero,169,74,34,2516,0.06717011128775835
PARADOX II,Hero,1,1,1,1,1.0
"PARADY, CAPT. RONALD",Hero,1,1,1,1,1.0
PARALYZER,Hero,2467,645,318,205110,0.012027692457705621
"PARETSKY, DR. GARY",Hero,2535,938,330,309540,0.008189571622407443
"PARETTI, TONY",Hero,298,114,72,8208,0.03630604288499025
PARIS,Hero,1214,384,187,71808,0.01690619429590018
"PARK, ARCHIE",Hero,4,4,1,4,1.0
"PARKER, BEN",Hero,3340,1238,331,409778,0.008150754798939914
"PARKER, HORACE",Hero,364,110,66,7260,0.050137741046831955
"PARKER, MARY",Hero,2753,968,301,291368,0.00944853244007578
"PARKER, MARY (ROBOT)",Hero,2597,952,288,274176,0.009472017973856208
"PARKER, MAY",Hero,9450,3649,601,2193049,0.004309069245602811
"PARKER, MAY II",Hero,1747,644,210,135240,0.012917775805974564
"PARKER, MAY III",Hero,1849,688,215,147920,0.0125
"PARKER, MAY | TIMESL",Hero,1111,397,232,92104,0.012062451142187092
"PARKER, PETER | TIME",Hero,1111,397,232,92104,0.012062451142187092
"PARKER, RICHARD",Hero,2754,969,301,291669,0.009442210176604302
"PARKER, RICHARD (ROB",Hero,2596,952,288,274176,0.009468370681605975
"PARKS, JOE",Hero,91,24,31,744,0.12231182795698925
"PARKS, JUDITH",Hero,774,201,106,21306,0.036327794987327515
"PARRISH, MAX",Hero,3,3,1,3,1.0
PARSON/,Hero,4,2,3,6,0.6666666666666666
"PARSONS, DR. DEREK",Hero,2,2,1,2,1.0
"PARTRIDGE, STEVE",Hero,1444,401,204,81804,0.017651948559972618
PAST MASTER/PROFESSO,Villain,2,2,1,2,1.0
PATCH II,Hero,520,205,100,20500,0.025365853658536587
PATCHWORK/KYLE BARKE,Hero,4,4,1,4,1.0
PATHWAY/LAURA DEAN,Hero,3043,1100,403,443300,0.006864425896683961
"PATILIO, MARIE",Hero,80,17,42,714,0.11204481792717087
"PATRICK, KERRY",Hero,3,3,1,3,1.0
PATRIOT/JEFF MACE,Hero,407,157,77,12089,0.03366696997270246
"PATTERSON, JACK",Hero,1,1,1,1,1.0
"PATTON, JESS",Hero,1572,579,194,112326,0.013994978900699749
PAVANE,Hero,4,3,2,6,0.6666666666666666
PAVANE II,Hero,1,1,1,1,1.0
PAYBACK/,Hero,3,3,1,3,1.0
"PAYGE, REEVA",Hero,1680,429,241,103389,0.016249310855119985
"PAYNE, EDWARD",Hero,37,16,11,176,0.21022727272727273
"PAYNE, MICHAEL",Hero,37,16,11,176,0.21022727272727273
PEACEKEEPER/JOSHUA,Hero,868,290,145,42050,0.020642092746730085
PEACEMONGER/,Villain,1,1,1,1,1.0
PEARLA,Hero,912,297,174,51678,0.01764774178567282
"PEARSON, AUBREY",Hero,301,65,71,4615,0.06522210184182015
"PEARSON, MARCY",Hero,2760,961,353,339233,0.008136000919721843
PEATOR,Hero,7080,2579,523,1348817,0.005249044162403054
PECOS BILL,Hero,983,384,214,82176,0.011962130062305296
"PEEL, EMMA",Hero,1395,462,260,120120,0.011613386613386614
PELE II,Hero,1,1,1,1,1.0
PELE/MICHI SASAKI,Hero,3,3,1,3,1.0
PELIALI,Hero,59,22,26,572,0.10314685314685315
"PELTINO, LT.",Hero,671,135,125,16875,0.039762962962962965
PEMBROKE,Hero,3758,1196,328,392288,0.009579696549473856
PENANCE III,Hero,2497,688,304,209152,0.011938685740514076
PENANCE/MONET ST. CR,Hero,3609,1086,403,437658,0.008246164813621596
"PENDRAGON, ARTHUR",Hero,1012,331,190,62890,0.016091588487835904
"PENNINGTON, AUDRA",Hero,2,2,1,2,1.0
PENNSU,Hero,444,129,90,11610,0.03824289405684755
"PENNYWORTH, J.C.",Hero,2698,867,369,319923,0.008433279257821414
PENTIGAAR,Hero,244,93,61,5673,0.043010752688172046
"PEREGRINE, LE/FRANCK",Hero,2558,862,336,289632,0.008831897027952713
"PEREZ, DET. CECILIA",Hero,3,3,1,3,1.0
"PEREZ, GEORGE",Hero,1075,330,198,65340,0.01645240281603918
PERRIKUS,Villain,384,154,78,12012,0.03196803196803197
PERSEPHONE,Hero,262,99,65,6435,0.04071484071484072
PERSEPHONE II,Hero,25,7,7,49,0.5102040816326531
PERSUASION/KARA KILL,Hero,3102,1133,406,459998,0.006743507580467741
PERUN,Hero,176,66,64,4224,0.041666666666666664
PESTER,Hero,2005,748,219,163812,0.012239640563572875
PESTILENCE | MUTANT,Hero,90,31,29,899,0.10011123470522804
PESTILENCE/CAPT. F.R,Hero,119,50,45,2250,0.05288888888888889
PET,Hero,231,54,41,2214,0.1043360433604336
"PETERS, NIGEL",Hero,1,1,1,1,1.0
"PETERS, SHANA TOC",Hero,1,1,1,1,1.0
"PETRIE, JUDGE RICHAR",Hero,302,79,60,4740,0.06371308016877637
"PETROVITCH, DMITRI",Hero,817,237,171,40527,0.02015939990623535
"PETROVITCH, IVAN",Hero,5840,2017,506,1020602,0.0057221130274093136
"PEYER, DANNY",Hero,403,135,118,15930,0.02529817953546767
PHAE-DOR,Hero,770,211,104,21944,0.035089318264673715
PHANTAZIA/,Hero,2377,765,289,221085,0.010751520908247958
PHANTOM,Hero,1,1,1,1,1.0
PHANTOM EAGLE,Hero,2,2,1,2,1.0
PHANTOM RIDER II/HAM,Hero,365,142,75,10650,0.03427230046948357
PHARAOH KHAFRE,Hero,870,270,171,46170,0.018843404808317088
PHARAOH RAMA-TUT,Hero,9237,3470,621,2154870,0.004286569491431038
PHASTOS [ETERNAL],Hero,403,129,87,11223,0.03590840238795331
PHAT/BILLY BOB REILL,Villain,3,2,2,4,0.75
PHEMOUS,Hero,662,266,122,32452,0.020399359053371133
"PHILIPS, PHILIP",Hero,1,1,1,1,1.0
"PHILLIPS, HANDSOME H",Hero,1134,370,206,76220,0.014877984780897403
"PHILLIPS, SIR GORDON",Hero,2246,619,290,179510,0.012511837780625035
"PHIM, FATHER",Hero,2,2,1,2,1.0
PHINEAS,Hero,716,192,92,17664,0.04053442028985507
PHOBIUS,Hero,1250,332,151,50132,0.024934173781217584
PHOBOS,Hero,164,94,34,3196,0.05131414267834793
PHOENIX 2013,Hero,1575,407,224,91168,0.017275798525798525
PHOENIX II,Hero,3326,1069,394,421186,0.00789674870484774
PHOENIX III/RACHEL S,Hero,7009,2598,545,1415910,0.0049501733867265574
PHOSPHORUS,Hero,1458,311,200,62200,0.023440514469453375
PICARO/FELIPE,Hero,1876,684,224,153216,0.012244152046783625
PICO,Hero,305,106,74,7844,0.038883222845486995
PIECEMEAL/GILBERT BE,Villain,816,232,153,35496,0.022988505747126436
"PIERCE, ALEXANDER GO",Villain,3722,1489,403,600067,0.0062026407051212614
"PIERCE, DONALD",Villain,3045,877,347,304319,0.010005947706189885
PIERSO [TRIONIAN],Hero,6,5,2,10,0.6
"PIERSON, FRED",Hero,177,67,48,3216,0.05503731343283582
PIGSKIN/,Hero,175,67,48,3216,0.05441542288557214
"PIKE, FRISCO",Hero,33,11,9,99,0.3333333333333333
PILEDRIVER,Villain,1173,468,234,109512,0.010711154941924173
PILEDRIVER II/BRIAN,Villain,7623,2779,566,1572914,0.004846418812471629
PILGRIM,Hero,129,82,21,1722,0.07491289198606271
PILGRIMM,Villain,271,87,57,4959,0.054648114539221616
"PILLMAN, JIM",Hero,235,73,52,3796,0.0619072708113804
PINK PEARL/,Hero,1931,379,272,103088,0.018731569144808318
"PINKERTON, PERCIVAL",Hero,2,2,1,2,1.0
"PINKERTON, RUDY",Hero,2,2,1,2,1.0
"PINKWATER, ELLA",Hero,2,2,1,2,1.0
PINTA,Hero,1,1,1,1,1.0
PIP/PRINCE GOFERN,Hero,5191,1953,484,945252,0.005491657251188043
PIPELINE/CORMICK GRI,Hero,2396,650,301,195650,0.012246358292869922
PIPER,Villain,2812,862,361,311182,0.009036512394675785
PIRANHA,Hero,660,259,144,37296,0.017696267696267698
PIRANHA II/,Hero,9,4,4,16,0.5625
PIROUETTE/JOBETH,Hero,1799,463,260,120380,0.014944342914105332
PISCES II,Hero,17,5,8,40,0.425
PISCES/NOAH PERRICON,Hero,259,86,59,5074,0.051044540796216
PISTON/ANDREI SEMYAN,Hero,998,265,181,47965,0.020806838319608046
PIXIE II/,Hero,23,13,7,91,0.25274725274725274
PIXIE/ [ETERNAL],Hero,1125,366,183,66978,0.01679656006449879
PLAGUE,Villain,1521,406,204,82824,0.018364242248623586
PLANNER,Villain,730,202,98,19796,0.03687613659325116
PLANTMAN/SAM SMITHER,Villain,4431,1294,408,527952,0.008392808437130648
PLASMA WRAITH,Hero,591,150,87,13050,0.04528735632183908
PLASMA/,Hero,5,5,1,5,1.0
PLAZM,Hero,4,2,3,6,0.6666666666666666
PLEX INTELLIGENCE,Hero,2,2,1,2,1.0
"PLEXICO, DET.",Hero,1124,438,230,100740,0.011157434981139568
"PLUNDER, ADAM KYLE M",Hero,2177,616,295,181720,0.011979969183359014
PLUNDERER/LORD EDGAR,Hero,1398,406,206,83636,0.01671529006647855
PLUTO [OLYMPIAN],Villain,3471,1266,399,505134,0.006871444012875792
PLUTONIUM,Hero,853,165,150,24750,0.03446464646464646
PO,Hero,100,46,40,1840,0.05434782608695652
"PO, KIM",Hero,79,29,43,1247,0.06335204490777867
"POGUE, BARTON",Hero,2063,691,244,168604,0.012235771393324001
POISON/CECILIA CARDI,Hero,224,68,41,2788,0.08034433285509325
"POITIER, CLAUDE",Hero,699,226,144,32544,0.021478613569321535
POLARIS DOPPELGANGER,Villain,3034,1095,395,432525,0.0070146234321715505
POLARIS | MUTANT X-V,Hero,93,30,29,870,0.10689655172413794
POLARIS/LORNA DANE,Hero,9830,3653,641,2341573,0.0041980326899908734
POLESTAR/,Hero,1959,696,230,160080,0.012237631184407797
"POLOMBO, CATHY",Hero,247,86,103,8858,0.027884398284037028
POLTERGEIST/MICKEY S,Hero,253,80,70,5600,0.04517857142857143
"POMEROY, SYLVIA",Hero,1,1,1,1,1.0
"PONG, WU",Hero,1176,465,232,107880,0.010901001112347052
POPE,Hero,878,243,126,30618,0.02867594225618917
POPEYE,Hero,1395,462,260,120120,0.011613386613386614
POPPA WHEELER,Hero,41,27,10,270,0.15185185185185185
PORCAL,Hero,816,246,108,26568,0.03071364046973803
PORCUPINE/ALEX GENTR,Villain,4781,1584,464,734976,0.006504974312086381
PORGA,Hero,217,79,49,3871,0.05605786618444846
PORTAL/CHARLES LITTL,Hero,2527,785,308,241780,0.010451650260567458
"PORTER, KIM",Hero,1,1,1,1,1.0
POSITRON/RONNIE,Hero,3230,1014,386,391404,0.008252342847799205
"POTTER, BETSY BEATTY",Hero,1926,724,295,213580,0.0090176982863564
"POTTS, VIRGINIA PEPP",Hero,4,2,3,6,0.6666666666666666
POUNDCAKES/MARIAN PO,Hero,3495,942,392,369264,0.009464773170414663
POWDERKEG II,Hero,342,98,86,8428,0.04057902230659706
POWDERKEG/FRANK SKOR,Hero,111,40,37,1480,0.075
POWELL,Hero,3186,1084,352,381568,0.008349756793022476
"POWELL, AMY",Hero,1570,577,194,111938,0.014025621326091229
"POWELL, GRACE",Hero,489,157,97,15229,0.03210979053122332
"POWELL, JASON",Hero,485,154,97,14938,0.032467532467532464
"POWELL, JONATHAN",Hero,486,155,97,15035,0.032324575989358166
"POWELL, OFFICER MIKE",Hero,324,123,51,6273,0.05164992826398852
POWER MAN II | MUTAN,Hero,88,30,29,870,0.10114942528735632
POWER MAN III/STEELE,Hero,189,63,49,3087,0.061224489795918366
POWER MAN/ERIK JOSTE,Hero,9287,3517,616,2166472,0.004286692835171652
POWER PRINCESS/ZARDA,Hero,1070,407,176,71632,0.014937458119276301
"POWER, DR. JIM",Hero,5594,2041,495,1010295,0.0055369966197991675
"POWER, DR. MAX",Hero,74,28,27,756,0.09788359788359788
"POWER, LEFTENANT",Hero,1,1,1,1,1.0
"POWER, MARGARET",Hero,5153,1817,465,844905,0.006098910528402601
POWERHOUSE II/,Hero,1,1,1,1,1.0
POWERHOUSE IV/,Hero,1,1,1,1,1.0
POWERHOUSE/RIEG DAVA,Hero,77,44,20,880,0.0875
POWERSURGE/ILLARION,Hero,2797,897,350,313950,0.008909061952540213
PRADDA FOL,Hero,6,6,1,6,1.0
"PRAZNIKI, ANNIE",Hero,1465,535,244,130540,0.011222613758235024
"PRAZNIKI, SYLVIA",Hero,513,158,96,15168,0.03382120253164557
"PRAZNIKI, VICTOR",Hero,1405,510,241,122910,0.011431128467984704
PREECHA,Hero,99,45,40,1800,0.055
"PRENTISS, BETTY DEAN",Hero,1573,553,261,144333,0.010898408541359218
PRESIDENT ITOES [TRI,Hero,6,5,2,10,0.6
PRESTER JOHN,Hero,1799,625,267,166875,0.010780524344569288
PRETTY BOY,Villain,2455,677,303,205131,0.011967961936518615
PRETTY LARRY,Hero,1,1,1,1,1.0
PRETTY PERSUASIONS/H,Hero,86,36,32,1152,0.07465277777777778
PREYY,Hero,645,213,133,28329,0.02276818807582336
PRIMAX/JAROMEL,Hero,54,19,19,361,0.14958448753462603
PRIME MOVER,Hero,1262,433,218,94394,0.013369493823759985
"PRIMO, ALEXIS",Hero,59,37,14,518,0.1138996138996139
PRIMUS,Hero,1412,552,254,140208,0.010070752025562022
PRIMUS II,Hero,1058,416,226,94016,0.011253403675970048
PRINCE BAYAN,Hero,871,271,171,46341,0.01879545111240586
PRINCE REY,Hero,1814,711,282,200502,0.009047291298839912
"PRINCE, DIANA",Hero,105,64,28,1792,0.05859375
PRINCESS FEN [ATLANT,Hero,937,309,177,54693,0.017131991296875284
PRINCESS NEPTHYS/SAN,Hero,8,5,2,10,0.8
PRINCESS PEARLA,Hero,915,298,174,51852,0.017646378153205276
PRINCESS PYTHON/ZELD,Villain,5722,1856,477,885312,0.006463258150798815
PRINCESS SANDELLA,Hero,65,28,20,560,0.11607142857142858
PRINCESS ZAFINA,Hero,5,3,3,9,0.5555555555555556
PRINCESS ZANDA,Hero,32,14,7,98,0.32653061224489793
PRISM,Hero,2176,607,292,177244,0.012276861275981134
"PRO, LE/",Hero,2210,722,252,181944,0.012146594556566855
PROCTOR,Villain,982,384,213,81792,0.012006064162754303
"PROCTOR, COORDINATOR",Hero,52,26,17,442,0.11764705882352941
PRODIGAL/,Hero,1933,521,268,139628,0.013843928151946601
PRODIGY/,Hero,1,1,1,1,1.0
PROFESSOR ANGST/DR.,Hero,1725,634,213,135042,0.01277380370551384
PROFESSOR GIBBON/,Hero,1,1,1,1,1.0
PROFESSOR POWER/ANTH,Hero,677,122,117,14274,0.047428891691186775
PROFESSOR X DOPPELGA,Hero,3035,1095,396,433620,0.006999215903325492
PROFESSOR X | EARTH,Hero,2,2,1,2,1.0
PROFESSOR X | MUTANT,Hero,93,31,29,899,0.10344827586206896
PROFESSOR X/CHARLES,Hero,13205,5395,689,3717155,0.003552448041580187
PROFESSOR XAVIER 201,Hero,21,10,9,90,0.23333333333333334
PROGENITOR,Hero,1,1,1,1,1.0
PROJECTOR/,Villain,1526,399,210,83790,0.01821219715956558
PROMETHEUS II,Hero,1156,346,197,68162,0.016959596255978406
PROMETHEUS [OLYMPIAN,Hero,159,58,40,2320,0.06853448275862069
PROSH,Hero,1802,481,247,118807,0.015167456463003022
"PROSPERO, DR./HARPER",Hero,124,51,40,2040,0.060784313725490195
PROTECTOR III/,Hero,47,30,12,360,0.13055555555555556
PROTEUS II,Villain,1515,415,212,87980,0.017219822686974313
PROTO-GOBLIN/VAN ADD,Hero,1,1,1,1,1.0
PROTOCIDE/PRIVATE CL,Hero,749,247,132,32604,0.022972641393694024
"PROUST, PAUL",Hero,1845,679,227,154133,0.011970181596413488
"PROVENZANO, PAULIE",Hero,1279,298,197,58706,0.021786529485912854
PROWLER III/RICK LAW,Villain,1848,660,208,137280,0.013461538461538462
PROWLER/HOBIE BROWN,Villain,4604,1514,411,622254,0.007398907841492381
"PRYDE, CARMEN",Hero,283,80,64,5120,0.0552734375
"PRYDE, TERRI",Hero,283,80,64,5120,0.0552734375
PSI-BORG/,Hero,162,60,47,2820,0.0574468085106383
PSI-LORD/FRANKLIN BE,Hero,2087,685,263,180155,0.011584468929532903
PSI-WOLF/NIKOLAI VON,Hero,2,2,1,2,1.0
PSIMON,Hero,233,92,89,8188,0.02845627747923791
PSIREN,Hero,3,3,1,3,1.0
PSYCHE II/PSYKOS/RON,Hero,296,84,62,5208,0.05683563748079877
PSYCHO-MAN,Villain,3182,1055,326,343930,0.009251882650539354
PSYKLOP,Hero,198,121,28,3388,0.05844155844155844
PSYLOCKE 2013,Villain,1,1,1,1,1.0
PSYLOCKE/ELISABETH B,Villain,9258,3560,633,2253480,0.0041083124767027
PSYNAPSE,Hero,1223,337,206,69422,0.01761689378006972
PUCK DOPPELGANGER,Villain,3034,1095,395,432525,0.0070146234321715505
PUCK DOPPELGANGER II,Villain,3383,1198,415,497170,0.006804513546674175
PUCK | MUTANT X-VERS,Hero,87,30,29,870,0.1
PUCK/EUGENE MILTON J,Hero,6144,2332,551,1284932,0.004781575990013479
PUDDLEGULP,Hero,2531,712,325,231400,0.010937770095073466
"PUENTES, DONNA MARIA",Hero,1685,588,283,166404,0.010125958510612725
PUFF ADDER,Villain,2915,960,384,368640,0.007907443576388888
"PULASKI, JOSEPHINE J",Hero,743,248,122,30256,0.02455711263881544
PULSAR II/LAN,Hero,9,5,2,10,0.9
PULSAR/PLOR,Hero,186,74,45,3330,0.055855855855855854
PULSE II/,Hero,1,1,1,1,1.0
PULSE/,Hero,30,14,17,238,0.12605042016806722
PULSSUS,Hero,1766,628,261,163908,0.010774336823095884
PUMA/THOMAS FIREHEAR,Villain,5644,2086,484,1009624,0.005590199916008336
PUMPKIN,Hero,2,2,1,2,1.0
PUNCHOUT,Hero,1143,301,225,67725,0.016877076411960134
PUNISHER,Hero,1296,373,220,82060,0.0157933219595418
PUNISHER II/FRANK CA,Hero,8655,3302,601,1984502,0.004361295680226072
PUNISHER/FRANK CASTL,Hero,86,29,29,841,0.10225921521997622
PUPPET MASTER/PHILLI,Villain,6938,2615,524,1370260,0.0050632726635820935
PUPPY,Hero,637,212,122,25864,0.02462882771419734
"PURL, DR. NOAH",Hero,177,78,33,2574,0.06876456876456877
PURPLE MAN/ZEBEDIAH,Villain,4667,1737,430,746910,0.006248410116346012
PURSUER,Hero,714,189,92,17388,0.04106280193236715
"PUSHKIN, IVAN",Hero,86,26,31,806,0.10669975186104218
PYLLAR,Hero,930,287,147,42189,0.02204366066984285
"PYRAKH, COMMANDER",Hero,1,1,1,1,1.0
PYRE,Hero,126,49,38,1862,0.06766917293233082
PYRE II,Hero,2,2,1,2,1.0
PYRO/ALLERDYCE JOHNN,Villain,8440,3043,585,1780155,0.004741160179871977
PYRON/,Hero,606,200,162,32400,0.018703703703703705
Q,Hero,364,110,66,7260,0.050137741046831955
Q'WAKE/QUAKE,Hero,218,82,61,5002,0.04358256697321072
QABIRI,Hero,4,4,1,4,1.0
QIRMET,Hero,4,4,1,4,1.0
QNAX,Hero,493,157,106,16642,0.02962384328806634
QUAGMIRE,Hero,268,100,66,6600,0.040606060606060604
QUANTUM,Hero,104,34,33,1122,0.09269162210338681
QUARK,Hero,1794,464,247,114608,0.015653357531760434
QUARRY,Hero,99,45,40,1800,0.055
"QUARTERMAIN, CLAY",Hero,5937,2167,525,1137675,0.005218537807370294
QUASAR,Hero,1,1,1,1,1.0
QUASAR DOPPELGANGER,Villain,3101,1137,399,453663,0.006835470382200003
QUASAR II,Hero,1094,337,138,46506,0.023523846385412633
QUASAR III/WENDELL V,Hero,11230,4429,648,2869992,0.0039129028931091095
