hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
"SEWARD, JANE",Hero,3,3,1,3,1.0
SHA SHAN,Hero,5229,1899,442,839358,0.006229761317578435
SHAARA,Hero,113,41,32,1312,0.0861280487804878
"SHAARA, MR.",Hero,123,51,40,2040,0.060294117647058824
"SHAARA, MRS.",Hero,123,51,40,2040,0.060294117647058824
"SHAARA, SANJIT",Hero,123,51,40,2040,0.060294117647058824
SHADES,Villain,42,27,9,243,0.1728395061728395
SHADOW KING | MUTANT,Villain,88,31,28,868,0.10138248847926268
SHADOW KING/AMAHL FA,Villain,2679,785,320,251200,0.010664808917197453
SHADOW QUEEN/SHIALMA,Hero,2,2,1,2,1.0
SHADOW-HAND/LI CHUN,Hero,62,49,9,441,0.14058956916099774
SHADOWCASTER/,Hero,1570,578,194,112132,0.01400135554525024
SHADOWCAT 2013,Hero,1749,481,248,119288,0.014661994500704179
SHADOWCAT | MUTANT X,Hero,91,31,29,899,0.10122358175750834
SHADOWCAT/KATHERINE,Hero,10603,4177,637,2660749,0.003984968142429068
SHADOWKNIGHT/RANDALL,Villain,5,5,1,5,1.0
SHADOWOMAN/JILLIAN W,Hero,1,1,1,1,1.0
"SHAITAN, AL",Hero,61,43,11,473,0.12896405919661733
SHAKATI,Hero,849,253,111,28083,0.030231812840508493
SHAKTI,Hero,874,273,171,46683,0.018722018722018723
SHALAK,Hero,37,16,11,176,0.21022727272727273
SHALLA BAL,Hero,342,98,86,8428,0.04057902230659706
SHALLA BAL II,Hero,2320,778,273,212394,0.01092309575600064
SHAMAN II,Hero,1945,715,229,163735,0.011878950743579565
SHAMAN III,Hero,1,1,1,1,1.0
SHAMAN | MUTANT X-VE,Hero,87,30,29,870,0.1
SHAMAN/MICHAEL TWOYO,Hero,8226,3067,592,1815664,0.004530573938790437
SHAMROCK/MOLLY FITZG,Hero,4269,1481,440,651640,0.006551163218955251
"SHANE, BRIDGIT",Hero,1,1,1,1,1.0
SHANG-CHI,Hero,3337,1314,398,522972,0.00638083874471291
SHANGA,Hero,164,73,38,2774,0.05912040374909877
SHANNA/SHANNA O'HARA,Hero,7284,2488,554,1378352,0.005284571720431356
SHANZAR,Hero,73,40,23,920,0.07934782608695652
"SHAPANDER, KARIMA",Hero,123,51,40,2040,0.060294117647058824
SHAPE,Hero,583,191,109,20819,0.028003266247178058
SHAPER OF WORLDS,Hero,1770,590,230,135700,0.013043478260869565
SHARD,Hero,1697,481,260,125060,0.013569486646409723
SHARK/,Hero,104,33,39,1287,0.08080808080808081
SHARKSKIN,Hero,1,1,1,1,1.0
"SHARP, TRINA",Hero,4,4,1,4,1.0
"SHARPE, ROSALINDE",Hero,5579,1992,506,1007952,0.005534985792974269
SHARYD/CONAL,Hero,161,24,41,984,0.16361788617886178
SHATTERAX,Villain,228,86,52,4472,0.050983899821109124
SHATTERFIST/,Hero,1565,435,234,101790,0.015374791236860202
SHATTERSTAR II/GAVEE,Hero,3367,1101,398,438198,0.007683741139850022
"SHAUNEGHANN, MICHAEL",Hero,164,38,52,1976,0.08299595141700405
"SHAW, ESAU",Hero,147,41,43,1763,0.08338060124787294
"SHAW, HIRAM",Hero,162,67,34,2278,0.07111501316944688
"SHAW, JACOB",Hero,147,41,43,1763,0.08338060124787294
"SHAW, MILDRED",Hero,1,1,1,1,1.0
"SHAW, OBADIAH",Hero,162,67,34,2278,0.07111501316944688
"SHAW, SAMARRA",Hero,63,23,20,460,0.13695652173913042
"SHAW, SARAH",Hero,162,67,34,2278,0.07111501316944688
"SHAW, SHINOBI",Villain,4580,1419,414,587466,0.007796195864952184
SHAZANA,Hero,513,181,110,19910,0.025765946760421897
SHE-CAT,Hero,152,22,52,1144,0.13286713286713286
SHE-HULK DOPPELGANGE,Hero,3129,1133,404,457732,0.006835877762533535
SHE-HULK/JENNIFER WA,Hero,13500,5675,709,4023575,0.003355225141820396
SHE-WOLF/PAULETTE BR,Hero,405,84,78,6552,0.061813186813186816
"SHEFFIELD, LEAH",Hero,2972,999,377,376623,0.007891180304973409
"SHELDON, PHIL",Hero,3269,1196,391,467636,0.006990479774867632
SHELL/,Hero,1,1,1,1,1.0
SHELLSHOCK/,Hero,3536,1012,361,365332,0.009678867441122048
"SHEPPARD, JOAN ACE",Hero,1010,396,216,85536,0.011807893752338197
"SHERIDAN, FLORENCE",Hero,199,81,52,4212,0.04724596391263058
"SHERIDAN, LEAH",Hero,2,2,1,2,1.0
"SHERIDAN, RICHARD RI",Hero,3575,1066,407,433862,0.008239947264337508
"SHERIDAN, WILLIAM",Hero,199,81,52,4212,0.04724596391263058
"SHERMAN, GEN.",Hero,2,2,1,2,1.0
"SHIFFMAN, MAXIE",Hero,2992,1033,282,291306,0.010270986522763006
SHIGARU,Hero,1,1,1,1,1.0
SHIN,Hero,2,2,1,2,1.0
SHINAR,Hero,34,18,9,162,0.20987654320987653
"SHINCHUKO, LOTUS",Hero,2005,723,231,167013,0.012005053498829433
"SHINSKI, PROFESSOR W",Hero,2752,869,328,285032,0.009655056274383227
SHIP,Hero,3913,1200,387,464400,0.008425925925925925
"SHIPPINSKY, MALIK",Hero,161,24,41,984,0.16361788617886178
"SHIRE, DR. RANDALL",Hero,7,6,2,12,0.5833333333333334
SHIVA,Hero,1,1,1,1,1.0
SHIVER MAN,Hero,93,27,51,1377,0.06753812636165578
SHOC/NEIL AIKEN,Hero,2102,772,245,189140,0.011113460928412816
SHOCKER/HERMAN SCHUL,Villain,6062,2091,482,1007862,0.006014712331648579
SHOCKWAVE ROBOT,Villain,927,318,174,55332,0.01675341574495771
SHOCKWAVE/LANCASTER,Villain,2241,620,295,182900,0.012252597047566977
"SHOOTER, JIM",Hero,1453,367,218,80006,0.0181611379146564
SHOOTING STAR,Hero,3100,1069,326,348494,0.008895418572486184
"SHORR, JACQUELINE",Hero,768,221,119,26299,0.029202631278755845
SHORT CIRCUIT/HENRY,Hero,4,3,2,6,0.6666666666666666
SHOT/,Hero,1,1,1,1,1.0
SHOTGUN II/WALKER,Villain,747,253,121,30613,0.024401398098846894
SHOTGUN III/,Villain,1748,645,209,134805,0.012966878083157152
SHOTGUN/ZEKE SALLING,Villain,997,265,180,47700,0.02090146750524109
SHREEVE,Hero,1,1,1,1,1.0
SHREW/MARILYN MAYCRO,Hero,746,164,147,24108,0.030944084951053594
SHRIEK/SANDRA DEEL/F,Villain,582,204,81,16524,0.03522149600580973
SHRILL/,Hero,3,3,1,3,1.0
SHRINE,Hero,1,1,1,1,1.0
SHROUD/MAXIMILLIAN Q,Hero,5092,1655,487,805985,0.006317735441726583
SHULK,Hero,99,45,40,1800,0.055
SHUMA-GORATH,Villain,3,3,1,3,1.0
SHYM'R,Hero,1,1,1,1,1.0
SIBERCAT/,Hero,1285,505,243,122715,0.010471417512121583
SIBERION,Hero,3,3,1,3,1.0
SICKLE,Hero,218,82,61,5002,0.04358256697321072
SICKLE II/,Hero,85,25,31,775,0.10967741935483871
SIDEWINDER/SETH VOEL,Villain,3579,1070,428,457960,0.00781509302122456
SIEGE/JOHN KELLY,Hero,202,90,48,4320,0.04675925925925926
"SIEGEL, DR. AVRAM",Hero,53,36,11,396,0.13383838383838384
SIF,Hero,6959,2656,531,1410336,0.004934285163251877
SIFFROR,Hero,662,266,122,32452,0.020399359053371133
SIGMAR,Hero,3,3,1,3,1.0
SIGN/,Hero,225,38,83,3154,0.07133798351299937
SIGYN,Hero,991,385,139,53515,0.01851817247500701
SIINGARD,Hero,224,92,63,5796,0.03864734299516908
SIKORSKY,Hero,3068,1026,380,389880,0.007869087924489586
"SIKORSKY, RAYMOND",Hero,6084,2019,495,999405,0.006087622135170426
SILENCE/,Hero,3,3,1,3,1.0
SILENCER,Hero,81,42,16,672,0.12053571428571429
SILENT ONE,Hero,616,196,114,22344,0.02756892230576441
SILHOUETTE,Hero,5409,1799,517,930083,0.005815610004698505
SILICON/GERALD SIMMS,Hero,1,1,1,1,1.0
"SILVANI, VITTORIO",Hero,3660,1154,415,478910,0.007642354513374121
SILVER,Hero,3419,1090,369,402210,0.00850053454662987
SILVER DAGGER/ISAIAH,Hero,1340,500,210,105000,0.012761904761904763
SILVER FOX II/ZORA D,Hero,388,131,96,12576,0.030852417302798984
SILVER FOX/BAYAN,Hero,2,2,1,2,1.0
SILVER II,Hero,853,165,150,24750,0.03446464646464646
SILVER SABLE,Villain,6900,2557,522,1334754,0.005169491906373759
SILVER SAMURAI/KENYU,Villain,3569,1165,424,493960,0.007225281399303588
SILVER SCORPION/ELIS,Villain,2306,603,277,167031,0.013805820476438505
SILVER SURFER DOPPEL,Hero,2547,865,347,300155,0.008485615765187986
SILVER SURFER IMPOST,Hero,2224,808,303,244824,0.009084076724504134
SILVER SURFER | MUTA,Hero,89,31,29,899,0.09899888765294772
SILVER SURFER/NORRIN,Hero,10439,4116,634,2609544,0.00400031576398022
SILVERCLAW/LA GARRA,Hero,2638,908,376,341408,0.007726825381947699
"SILVERCLOUD, SAM",Hero,50,32,11,352,0.14204545454545456
SILVERMANE/SILVIO MA,Hero,4964,1808,458,828064,0.005994705723229123
SIMBUS,Hero,2,2,1,2,1.0
"SIMMONS, ARCHIE",Hero,4,3,2,6,0.6666666666666666
"SIMMONS, RANDALL",Hero,853,165,150,24750,0.03446464646464646
"SIMON, ALEX FLORES",Hero,2378,755,341,257455,0.009236565613408168
"SIMON, FELIX",Hero,45,21,8,168,0.26785714285714285
"SIMONSON, LOUISE",Hero,1715,453,242,109626,0.015644099027602942
"SIMPSON, CRASH",Hero,364,141,86,12126,0.030018142833580737
"SIMS, EZEKIEL",Hero,8,4,2,8,1.0
SIN-EATER/STAN CARTE,Villain,2621,955,278,265490,0.00987231157482391
"SINCLAIR, MORGAN",Hero,888,289,154,44506,0.019952365973127217
SINEW/,Hero,614,183,132,24156,0.025418115582050007
SINGER,Hero,707,229,145,33205,0.0212919741002861
"SINGER, MERLE",Hero,60,21,26,546,0.10989010989010989
"SINGH, DR.",Hero,1,1,1,1,1.0
SINTARIIS,Hero,139,57,41,2337,0.05947796320068464
SIR,Hero,1723,636,213,135468,0.012718870877255145
SIR BENEDICT,Hero,883,227,173,39271,0.022484785210460646
SIROCCO,Hero,585,111,124,13764,0.04250217959895379
SIRYN/THERESA ROURKE,Hero,5885,2003,514,1029542,0.005716133970250849
SISTER AGONY,Hero,492,157,70,10990,0.044767970882620564
SISTER CHLOE,Hero,17,6,8,48,0.3541666666666667
SISTER DEATH,Hero,342,138,62,8556,0.03997194950911641
SISTER DREAM,Hero,342,138,62,8556,0.03997194950911641
SISTER KATRINA,Hero,1,1,1,1,1.0
SISTER MARIA,Hero,13,4,9,36,0.3611111111111111
SISTER NIL,Hero,288,145,49,7105,0.04053483462350457
SISTER PERPETUA,Hero,2,2,1,2,1.0
SISTER PLEASURE/SCAR,Hero,529,182,79,14378,0.036792321602448184
SISTER SALVATION,Hero,3196,1031,385,396935,0.008051696121531234
SISTER SOPHIA,Hero,229,91,55,5005,0.045754245754245755
SITTING BULLSEYE/,Villain,15,3,5,15,1.0
"SITWELL, JASPER",Villain,6319,2381,531,1264311,0.0049979791364624685
SKADI,Hero,469,153,91,13923,0.033685268979386625
SKAR,Hero,6,6,1,6,1.0
SKARABROUS,Hero,662,266,122,32452,0.020399359053371133
SKARLET,Hero,3,2,2,4,0.75
SKETCH/,Hero,1,1,1,1,1.0
SKEWER,Hero,2,2,1,2,1.0
SKIDS/SALLY BLEVINS,Hero,3826,1205,400,482000,0.007937759336099585
SKIN II/DONNA BLISS,Hero,1577,582,194,112908,0.013967123675913132
"SKIN, NYLA",Hero,2169,802,240,192480,0.011268703241895262
SKIN/ANGELO ESPINOSA,Hero,5330,1706,470,801820,0.006647377216831708
SKINNER,Villain,22,13,6,78,0.28205128205128205
SKOLL,Hero,1243,421,184,77464,0.01604616337911804
SKOOKA,Hero,6,6,1,6,1.0
SKUL/JOHN SKULINOWSK,Hero,1,1,1,1,1.0
SKULL-JACKET,Hero,1776,656,213,139728,0.012710408794228788
SKULLBUSTER,Villain,2331,627,293,183711,0.01268840733543446
SKULLCRASHER/,Hero,1,1,1,1,1.0
SKUNGE,Hero,324,109,69,7521,0.0430793777423215
SKY-WALKER,Hero,30,15,9,135,0.2222222222222222
SKYE,Hero,3,3,1,3,1.0
SKYHAWK/WINSTON BILL,Hero,84,33,19,627,0.1339712918660287
SKYMAX/SK'YM'X/JAMES,Hero,91,41,21,861,0.10569105691056911
SLAB/KRIS ANDERSON,Hero,1235,343,206,70658,0.01747855869116024
SLADE,Hero,717,168,148,24864,0.028836872586872588
"SLAG/SLAGHT, DR. THE",Hero,1023,403,219,88257,0.011591148577449948
SLAMBEAUX,Hero,1,1,1,1,1.0
SLASHER,Villain,2,2,1,2,1.0
SLASHER II,Villain,536,169,125,21125,0.025372781065088758
SLAUGHTER,Hero,1,1,1,1,1.0
SLAUGHTER II/CONSTAN,Hero,82,30,28,840,0.09761904761904762
"SLAVINSKI, SALLY",Hero,119,73,23,1679,0.07087552114353782
SLAYER/,Hero,1,1,1,1,1.0
SLEDGE,Hero,437,143,92,13156,0.033216783216783216
SLEEK,Hero,100,46,40,1840,0.05434782608695652
SLEEPER,Hero,954,283,180,50940,0.01872791519434629
SLEEPWALKER,Hero,5684,1966,500,983000,0.005782299084435402
SLICE/,Hero,3,3,1,3,1.0
SLICK,Hero,6,3,2,6,1.0
SLIDE,Hero,1,1,1,1,1.0
SLITHER,Villain,1749,464,265,122960,0.014224137931034483
"SLOAN, ANNA",Hero,1796,649,219,142131,0.012636229956870774
"SLOAN, DR.",Hero,3983,1369,333,455877,0.008737005815165056
"SLOAN, FRED",Hero,1395,460,198,91080,0.015316205533596838
"SLOAN, JASON",Hero,1118,428,232,99296,0.011259265227199484
SLOTH,Hero,984,384,214,82176,0.01197429906542056
SLOTOTH,Hero,103,44,20,880,0.11704545454545455
SLUG/ULYSSES X. LUGM,Villain,3250,1122,307,344454,0.009435222119644423
"SLUGANSKI, ERNIE",Hero,1,1,1,1,1.0
SLUJ,Hero,34,19,8,152,0.2236842105263158
SLUK,Hero,4,2,3,6,0.6666666666666666
SLYDE,Hero,3135,999,321,320679,0.009776131271458374
"SMALLWOOD, DAN",Hero,527,122,121,14762,0.0356997696789053
SMART ALEC/ALEC THOR,Hero,49,20,15,300,0.16333333333333333
SMASHER,Hero,1,1,1,1,1.0
SMASHER II,Hero,1837,679,216,146664,0.012525227731413298
SMASHER III,Hero,30,15,9,135,0.2222222222222222
SMASHER IV,Hero,2654,750,300,225000,0.011795555555555556
SMASHER V,Hero,1,1,1,1,1.0
SMEDLEY,Hero,1,1,1,1,1.0
"SMERDILOVISC, VICTOR",Hero,1190,480,235,112800,0.010549645390070922
SMILING TIGER/,Hero,18,8,7,56,0.32142857142857145
"SMITH, ANDY",Hero,1,1,1,1,1.0
"SMITH, COL. TOLLIVER",Hero,6,6,1,6,1.0
"SMITH, DAPHNE",Hero,1,1,1,1,1.0
"SMITH, DR. ARMSTRONG",Hero,2528,954,335,319590,0.007910134860289747
"SMITH, HELEN BACK",Hero,1,1,1,1,1.0
"SMITH, JOE",Hero,2061,755,227,171385,0.0120255564956093
"SMITH, KEVIN",Hero,1230,471,240,113040,0.010881104033970275
"SMITH, MANDY",Hero,610,148,119,17612,0.0346354758119464
"SMITH, MARTY LOUIS L",Hero,1323,388,191,74108,0.017852323635774815
"SMITH, SIR DENIS NAY",Hero,1101,386,200,77200,0.014261658031088083
"SMITH, WANDA JO BIAL",Hero,80,17,19,323,0.2476780185758514
"SMITHSON, T.B.",Hero,202,54,52,2808,0.07193732193732194
SMOKESCREAM/,Hero,6,3,2,6,1.0
SMOKESCREEN/,Hero,3660,1154,415,478910,0.007642354513374121
SMUGGLER II/CONRAD J,Hero,1757,457,262,119734,0.014674194464396079
"SMYTHE, ALISTAIR ALP",Villain,2896,1033,290,299570,0.009667189638481824
"SMYTHE, SPENCER",Hero,2627,949,266,252434,0.010406680558086471
SNAGG,Hero,540,173,95,16435,0.032856708244599936
SNAKE,Hero,253,77,83,6391,0.039586919104991396
SNAKE-EYES,Hero,424,148,95,14060,0.030156472261735418
SNAKEBITE/,Hero,888,289,154,44506,0.019952365973127217
SNAKESKIN II/,Hero,297,114,72,8208,0.03618421052631579
SNAPDRAGON/SHEOKE SA,Hero,1929,377,272,102544,0.018811437041660165
SNARE,Hero,817,238,171,40698,0.020074696545284782
"SNIDER, DET. LOU",Hero,1751,645,210,135450,0.012927279438907346
SNIPER/VON BURIAN,Hero,1,1,1,1,1.0
"SNIPES, DET.",Hero,1923,678,238,161364,0.011917156243028184
SNOW QUEEN/GITTE,Hero,1,1,1,1,1.0
"SNOW, CHARLIE",Hero,1758,648,210,136080,0.012918871252204586
"SNOW, TANDY",Hero,2166,727,250,181750,0.011917469050894086
"SNOW, VICTORIA",Villain,1,1,1,1,1.0
SNOWBIRD | MUTANT X-,Hero,87,30,29,870,0.1
SNOWBIRD/NARYA/ANNE,Hero,6680,2356,534,1258104,0.005309576950713137
SNOWBLIND/,Hero,47,18,9,162,0.29012345679012347
"SOAP, DET.",Hero,28,10,4,40,0.7
SOCRATES SOCK,Hero,1324,495,260,128700,0.010287490287490288
SODIUM,Hero,1458,311,200,62200,0.023440514469453375
"SOFEN, KARL AUGUST",Hero,1330,348,203,70644,0.018826793499801823
"SOFEN, MARION",Hero,1330,348,203,70644,0.018826793499801823
SOLAR WIND,Hero,31,8,8,64,0.484375
SOLARR,Hero,1029,318,180,57240,0.017976939203354296
"SOLE, MAJOR REMINGTO",Hero,559,202,101,20402,0.02739927458092344
"SOLE, RANSOME",Hero,1643,427,252,107604,0.015268949109698525
SOLO/,Hero,4460,1628,441,717948,0.0062121490692919265
SOMBRE,Hero,10,7,3,21,0.47619047619047616
"SOMERS, JOHNATHAN",Hero,1,1,1,1,1.0
"SOMERS, KATHY",Hero,148,46,30,1380,0.1072463768115942
"SOMMERS, APRIL",Hero,909,316,164,51824,0.01754013584439642
SOMON,Hero,1,1,1,1,1.0
"SONDHEIM, ERICA",Hero,2976,1018,372,378696,0.007858546168958742
SONIC,Hero,331,60,48,2880,0.11493055555555555
SOPHIE,Hero,2635,987,265,261555,0.010074362944696144
SORRENTINO/SORRENTIN,Hero,1282,408,205,83640,0.015327594452415112
SORROW/,Hero,14,11,2,22,0.6363636363636364
SOTEIRA,Hero,2,2,1,2,1.0
"SOTO, BERNARD",Hero,545,116,117,13572,0.0401562039493074
SOUL MAN/FATHER JASO,Hero,172,83,32,2656,0.06475903614457831
SOUL-EATER,Hero,150,51,37,1887,0.0794912559618442
SOULFIRE/JASON MALDO,Hero,50,33,11,363,0.13774104683195593
SOUNDBYTE/,Hero,871,270,171,46170,0.01886506389430366
"SOUSA, PAUL",Hero,310,91,74,6734,0.04603504603504603
"SOUTHERN, CANDY",Hero,5697,1851,489,905139,0.006294060912191387
SPACE PHANTOM,Villain,2341,778,297,231066,0.010131304475777484
SPANKER/FRED HOVEL,Villain,15,3,5,15,1.0
"SPAR, DR. KATHERINE",Hero,368,100,99,9900,0.037171717171717175
SPARK,Hero,7,4,2,8,0.875
SPARROW,Hero,7,6,2,12,0.5833333333333334
"SPARROW BEAR, MELLIS",Hero,1,1,1,1,1.0
SPARX/AURELLE,Hero,296,84,62,5208,0.05683563748079877
SPAT,Hero,1789,507,254,128778,0.013892124431191663
"SPAULDING, JILL",Hero,1,1,1,1,1.0
"SPAULDING, PETER",Hero,979,283,161,45563,0.021486732655883065
SPEAR,Hero,743,248,122,30256,0.02455711263881544
SPECTRA/SELENA SLATE,Hero,2,2,1,2,1.0
"SPECTRUM, SINCLAIR",Hero,1914,729,297,216513,0.00884011583600061
SPEEDBALL DOPPELGANG,Hero,3498,1256,429,538824,0.006491915727584518
SPEEDBALL II/DARRION,Hero,1843,697,228,158916,0.011597321855571496
SPEEDBALL/ROBBIE BAL,Hero,8701,3135,606,1899810,0.004579931677378264
SPEEDFREEK/SHAPPE,Hero,3,3,1,3,1.0
SPELLBINDER/ERICA FO,Hero,6,6,1,6,1.0
"SPENCER, TRACY",Hero,264,66,48,3168,0.08333333333333333
"SPERZEL, ANTON",Hero,223,89,45,4005,0.05568039950062422
"SPETSBURO, GEN. YURI",Hero,493,202,93,18786,0.026242946875332695
SPHINX,Hero,4143,1291,400,516400,0.00802285050348567
SPHINX II,Hero,881,229,133,30457,0.028926026857536855
SPHINX III,Hero,1569,577,194,111938,0.014016687809323018
SPIDER-MAN CLONE/BEN,Hero,6812,2518,514,1294252,0.005263271758513798
SPIDER-MAN III/MARTH,Hero,2234,783,236,184788,0.012089529623135701
SPIDER-MAN/PETER PARKER,Hero,15599,6534,734,4795956,0.0032525319248133218
SPIDER-WOMAN DOPPELG,Hero,3379,1197,416,497952,0.006785794614741983
SPIDER-WOMAN II/JULI,Hero,8849,3235,613,1983055,0.004462306895169322
SPIDER-WOMAN IV/CHAR,Hero,2057,714,218,155652,0.013215377894276977
SPIDER-WOMAN/JESSICA,Hero,7820,2691,568,1528488,0.005116167087998074
SPIDERCIDE,Hero,2987,1075,274,294550,0.010140892887455441
SPIKE,Villain,3,3,1,3,1.0
SPIKEY,Hero,4,4,1,4,1.0
SPINNERET,Hero,217,79,49,3871,0.05605786618444846
SPIRAL,Villain,5770,1959,505,989295,0.005832436229840442
SPIRAL II/ESTELLE GE,Villain,2,1,2,2,1.0
SPIRIT OF '76/WILLIA,Hero,2,2,1,2,1.0
SPITE/,Hero,297,90,94,8460,0.035106382978723406
SPITFIRE/LADY JACQUE,Hero,2514,972,357,347004,0.007244873257945154
"SPITZ, BARRY",Hero,675,126,119,14994,0.045018007202881155
SPLICE II/,Hero,1,1,1,1,1.0
SPLICE/CHANDRA KU,Hero,567,227,97,22019,0.025750488214723647
SPOILSPORT/,Hero,225,38,83,3154,0.07133798351299937
SPOOKY,Hero,1,1,1,1,1.0
SPOOR/ANDREW HAMISH,Villain,1219,326,185,60310,0.020212236776653954
SPORE,Hero,844,216,149,32184,0.026224210787969177
SPOT/,Villain,1790,642,205,131610,0.013600790213509613
SPRAGG,Villain,663,182,132,24024,0.027597402597402596
"SPRINGER, JERRY",Hero,628,154,85,13090,0.0479755538579068
SPRITE,Hero,1483,600,267,160200,0.009257178526841449
SPROCKET,Hero,98,29,44,1276,0.0768025078369906
SPUNJE,Hero,1977,515,316,162740,0.012148211871697186
SPYMASTER II,Hero,2434,804,336,270144,0.009010009476427387
SPYMASTER/JAKE JORDA,Hero,3006,987,326,321762,0.009342308911555746
SPYNE,Hero,845,268,148,39664,0.021303953206938283
SQUID/DONNY CALLAHAN,Hero,2059,739,229,169231,0.012166801590725104
SQUIRE/,Hero,1,1,1,1,1.0
SQUIRREL GIRL/,Hero,870,270,171,46170,0.018843404808317088
SSS'LETHCOTT,Hero,1,1,1,1,1.0
SSSESTHUGAR,Hero,153,57,52,2964,0.05161943319838057
SSSITH,Hero,1414,516,242,124872,0.01132359536165033
"ST. CROIX, CARTIER",Hero,3,3,1,3,1.0
"ST. CROIX, CLAUDETTE",Hero,15,12,2,24,0.625
"ST. CROIX, LOUIS",Hero,269,84,66,5544,0.04852092352092352
"ST. CROIX, NICOLE",Hero,15,12,2,24,0.625
"ST. GERMAINE, COMTE",Hero,3,3,1,3,1.0
"ST. HUBBINS, SARI",Hero,4,4,1,4,1.0
"ST. LAWRENCE, COL. C",Hero,1872,500,278,139000,0.013467625899280576
"ST. THOMAS, JULES",Hero,2317,735,340,249900,0.009271708683473389
"STACY, ARTHUR",Hero,3677,1309,318,416262,0.008833378977663106
"STACY, CAPT. GEORGE",Hero,4683,1645,407,669515,0.006994615505253803
"STACY, GWEN",Hero,5176,1916,427,818132,0.006326607442319821
"STACY, GWEN (CLONE)",Hero,2042,787,228,179436,0.011380102097683854
"STACY, GWEN | MUTANT",Hero,89,30,29,870,0.10229885057471265
"STACY, HELEN",Hero,310,91,74,6734,0.04603504603504603
"STACY, JILL",Hero,5364,1771,447,791637,0.006775832862789385
"STACY, NANCY",Hero,1836,679,216,146664,0.012518409425625921
"STACY, PAUL",Hero,2615,927,261,241947,0.010808152198622013
"STAHL, VERONICA",Hero,310,91,74,6734,0.04603504603504603
STAINED GLASS SCARLE,Hero,8,8,1,8,1.0
"STALIN, JOSEF",Hero,890,279,175,48825,0.01822836661546339
STALKER,Hero,1,1,1,1,1.0
STALKING FOX,Hero,1,1,1,1,1.0
STALLIOR,Hero,1312,482,184,88688,0.014793433158939202
"STALYENKO, COL. YURI",Hero,1681,574,252,144648,0.011621315192743764
"STAMP, J.Q.",Hero,1,1,1,1,1.0
STAMPEDE/,Hero,1,1,1,1,1.0
"STANACHEK, FREDDIE",Hero,173,45,52,2340,0.07393162393162393
"STANCHEK, DR.",Hero,252,67,80,5360,0.04701492537313433
"STANDISH, GEN.",Hero,80,18,38,684,0.11695906432748537
"STANE, OBADIAH",Villain,809,293,166,48638,0.01663308524199186
"STANFORD, DWIGHT ROL",Hero,247,71,83,5893,0.04191413541489903
"STANKOWICZ, FABIAN",Hero,6661,2379,530,1260870,0.00528286024728957
"STANLEY, TOM",Hero,1,1,1,1,1.0
"STAPHOS, DR. MONICA",Hero,32,14,10,140,0.22857142857142856
"STAPLES, EDNA M. GRA",Hero,3964,1364,414,564696,0.007019706178191452
STAR,Hero,743,248,122,30256,0.02455711263881544
STAR HAMMER,Hero,76,33,24,792,0.09595959595959595
STAR THIEF II,Hero,1,1,1,1,1.0
STAR THIEF III/DITMI,Hero,722,193,94,18142,0.03979715577113879
STAR THIEF/,Hero,2,2,1,2,1.0
"STAR, JOAN",Hero,1712,653,279,182187,0.009396938310636873
STAR-STALKER,Hero,943,277,156,43212,0.02182264185874294
STARBOLT,Hero,2528,711,297,211167,0.011971567527123082
STARDUST/T'URIN G'AR,Hero,188,88,41,3608,0.052106430155210645
STARFOX/EROS,Hero,9987,3803,626,2380678,0.004195023434500592
STARHAWK II/ALETA OG,Hero,58,22,19,418,0.13875598086124402
STARHAWK/STAKAR,Hero,58,22,19,418,0.13875598086124402
"STARK, HOWARD",Hero,715,266,139,36974,0.0193379131281441
"STARK, HOWARD | TIME",Hero,1111,397,232,92104,0.012062451142187092
"STARK, ISAAC",Hero,2,1,2,2,1.0
"STARK, MARIA CARBONE",Hero,326,130,59,7670,0.04250325945241199
"STARK, MARIA | TIMES",Hero,1111,397,232,92104,0.012062451142187092
"STARK, MORGAN",Hero,4394,1529,456,697224,0.006302135325232637
"STARR, AARON",Hero,186,64,82,5248,0.035442073170731704
"STARR, JACQUELINE",Hero,1,1,1,1,1.0
"STARR, TRIXIE TRISH",Hero,1623,574,220,126280,0.012852391510928096
STARSHINE II/BRANDY,Hero,3292,1132,388,439216,0.007495173217733416
STARSHINE III/ANARRA,Hero,10,5,2,10,1.0
STARSHINE/LANDRA,Hero,728,212,142,30104,0.024182832846133404
STATIC,Villain,1182,317,177,56109,0.02106613912206598
STECK'EE,Hero,417,118,103,12154,0.034309692282376174
"STEED, JOHN",Hero,1395,462,260,120120,0.011613386613386614
"STEED, MR.",Hero,279,66,65,4290,0.06503496503496503
STEEL COLLAR,Hero,1170,469,233,109277,0.0107067360926819
STEEL SERPENT,Villain,13,8,5,40,0.325
STEEL SPIDER/OLLIE O,Hero,2,2,1,2,1.0
STEEL WIND,Villain,1967,392,273,107016,0.01838042909471481
"STEELE, BOBBY",Hero,2566,954,330,314820,0.008150689282764755
"STEELE, MARCY MASTER",Hero,2758,1008,357,359856,0.007664176781823841
"STEELE, SIMON/WOLFGA",Hero,199,84,49,4116,0.04834791059280855
STEEPLEJACK,Hero,1,1,1,1,1.0
STEEPLEJACK II/MAXWE,Hero,1100,268,169,45292,0.024286849774794665
STEGRON,Villain,2838,1080,342,369360,0.007683560753736192
"STEIN, EMIL",Hero,1,1,1,1,1.0
